@relation C:/Users/C2/Github/CSOATL/0Algorithms/PythonCode/DataGenerator/arff/onlyt/T6G

@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@data
8.311343504241615,1.4533763594301814,1
8.275863361039427,-1.1536321130139937,0
10.393167721004259,2.2772031901684735,1
6.0935205577194616,0.39916408160345995,0
9.033213839259515,0.5799474929348245,1
7.62335439945086,2.05672801046551,1
5.983859793267241,0.7097556195853367,0
8.17437422556732,-0.3530753771683759,1
8.470380255442388,-1.05909299978627,0
7.293322463777419,-0.0029517262231946173,0
8.802582406968085,2.2118337868724183,1
6.471871495750911,0.5794663306081802,0
7.557433735732177,-0.8715103781954259,0
9.48359207402275,0.35498971906572496,1
8.093145672400055,-0.972942899962987,0
8.203639398937876,-0.8854580010026523,0
7.41001815664513,0.029217283997927113,0
6.903105108054069,0.5788283388559236,0
9.136135126887973,1.0870440400665795,1
5.8658515301722876,1.2038957493751397,0
8.1171345780599,1.0721840918238317,1
7.534680774080132,-0.4225182544885999,0
9.586598451182004,-0.2664857606173554,1
9.131360145604498,1.4690351516691424,1
10.9170742939795,1.050533614490852,1
8.004029144352268,0.141739220955031,1
8.499398531901846,1.4061527004542667,1
9.796562704074281,0.22962460704017007,1
7.479392522030356,-1.6232461918142507,0
7.996099294437443,-0.7874916023020442,0
9.906656208220806,0.004236129541155598,1
7.0482646174698065,-0.4352257212648749,0
7.139671693329821,0.004747016852978181,0
6.920067842756959,0.38682180782240105,0
8.692084446304348,-2.2359505286559207,0
6.080211874812638,0.8270640060590899,0
8.149835864480824,-1.09969647254899,0
7.379930781077185,1.8051967885490061,1
7.848515276019181,0.5773228943449211,1
6.661419605840681,0.5868290496606018,0
9.399270005325599,0.5366963037077257,1
8.920157999545799,1.622349485759353,1
9.485222163972981,-0.630126732376237,1
8.949409362858571,0.7306815636363222,1
7.604306760219588,-0.5304194360717935,0
8.899848550375104,-1.406238064379751,0
5.754027450978618,-0.3493137981738321,0
6.848086074377147,0.4275236571410429,0
10.071774546098236,0.41336838747999516,1
9.16124001932135,1.7629353286795326,1
10.75322791649909,2.396771300963385,1
9.762784931685124,0.5048470125552815,1
8.134902654004975,-0.29029989691099845,1
7.970655612947359,-0.7911917334751981,0
8.255243683305695,-1.855926265482132,0
10.126033833145561,0.2653395265239159,1
9.232260530758966,1.0807324146137751,1
7.050501725043176,-0.21668869365602128,0
8.424426747526097,0.8606934356477546,1
7.221395044184211,0.26709323503291005,0
6.322462670159326,0.10543177017965977,0
9.466491271315743,0.30094303065717853,1
6.841225537763826,0.48862065916139763,0
4.769840782782459,-0.2114909309174291,0
6.889295165614254,0.5043080758497454,0
7.5231171191567245,-1.246905778741871,0
7.315069321527117,-0.41859217917946867,0
6.798935049876006,-0.581231330446051,0
9.357793484674156,1.8504206063022193,1
7.620316177489398,-0.9738567950376198,0
10.632226964323861,0.6674375476071883,1
11.683181200461561,2.250002851353864,1
8.355455832739288,-1.363097883519106,0
8.711213536080388,1.1897250845490583,1
6.949814790856165,0.2081374614834448,0
7.085030876742408,0.27866327782529754,0
7.359633923045537,-0.3042910704543922,0
8.126485171071558,-1.0776522108765039,0
9.083364183460313,0.2438625094921978,1
7.43417136205945,-0.26992979117004645,0
7.407402717982551,-0.3020093292047059,0
9.470789914083577,-0.9784227856431487,1
6.8861314715584845,0.5667928495266992,0
6.592756871441826,-1.2119713735590816,0
7.9959431978431015,1.8113034216725532,1
8.043245132151263,-0.6764746543613811,0
7.226570712039768,-0.49419468685785395,0
8.246763130230404,-1.3305722098179675,0
8.385758763699613,2.290417266907453,1
7.417093718417155,-0.8227907849209917,0
10.146136023626935,1.3517763103549072,1
8.79687436295899,1.2103699459861894,1
7.776763734746634,-0.7849055107631604,0
6.944172923558509,-0.16904892415388328,0
7.6030781321765755,-0.19267395879774263,0
8.212986021990053,-0.7492716377552711,0
9.633060360690505,0.021455988944070303,1
8.167358689923828,-0.9181310035204984,0
7.532851961720132,0.11897961013631486,1
7.392075560163537,-0.526582505952409,0
9.123412123644513,1.457786693965228,1
7.932346153940013,-1.4153344843010243,0
8.119328646939099,5.046082401044181,1
10.577337264339704,2.282026577440968,1
6.6620803323669175,1.9959537990401066,1
8.392355536939407,2.0064908203277536,1
7.508550065377445,-0.9382624830868618,0
7.357806996667467,-0.7205024676528666,0
8.84394860131355,2.538656730946851,1
8.937081565769937,-2.571548549705233,0
8.83711927048523,1.4886853217577443,1
9.881807863464752,-0.576669710457657,1
10.145828695127815,0.915050927980914,1
7.4183921488106,-0.6063863037018491,0
7.37864228513996,-0.6910481998051183,0
6.91848660408899,0.3198528246947473,0
8.963665382840292,0.7213336219184294,1
9.27932674493901,1.2963675236624452,1
10.700553339904575,1.7894931057630243,1
10.625196958830157,0.2863255710413165,1
8.271763880422178,0.27155908849303423,1
8.802501645061827,0.9962025770855488,1
9.532100357259528,2.6168176442591315,1
9.0207717091085,-2.1586537127554863,0
8.991001506723608,0.6037305739429142,1
5.5810967472942785,-1.3529361298961513,0
8.094023635785314,1.6380805096510909,1
7.133632335156163,0.15564132042601253,0
9.87426308342991,-0.4151227190997553,1
7.50340536485828,-0.11452022593107158,0
9.491567244809447,1.667244658305054,1
8.359039067442358,1.6745463902152542,1
7.656305333116024,-0.16465475460980805,0
7.885051518211892,-0.4936613328147288,0
9.52287946824379,-0.4267003138215857,1
8.988196097937495,-0.1595578328105034,1
8.94517916471347,-1.8325310411366185,0
9.730268645848653,1.7533088256033498,1
9.618741218607092,-0.2919299978378702,1
9.369542783651339,1.1671791046638769,1
7.134247354480326,0.19330275232198457,0
8.179414928210818,-0.6966585859594585,0
7.142449186983727,-0.31392370248515244,0
8.051803023984304,-0.31469542489610225,1
8.161722280492812,1.1521028757927112,1
7.353227131605113,-0.10826827768235936,0
7.6321690162172455,-0.7246549362825145,0
7.408860145429532,-0.3612946838466229,0
9.715414792672565,0.8003800222360726,1
8.39981803786087,0.8838572090580008,1
7.961062343637042,2.367898745883343,1
9.399179863655862,1.130948620560488,1
11.08284661734252,3.044395063461222,1
6.762471274878819,-1.7326087812870687,0
8.932433057469305,2.368116332895239,1
8.407726337834696,0.9370104789245342,1
8.046878800641881,-2.27248073342234,0
7.317539694574488,-1.0886875990735772,0
