@relation C:/Users/C2/Github/CSOATL/0Algorithms/PythonCode/DataGenerator/arff/onlyt/T6S

@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@data
9.776163358375882,1.5956735314108579,1
8.134197638642187,-1.080283045476016,0
7.914005187203537,-1.0072679079148936,0
10.316879632899647,-0.21754111256343434,1
8.100648496286544,1.0151015086280875,1
8.077285386502554,0.726626003757628,1
7.668529178297695,-0.4039427256139372,0
8.710234195665846,1.8149671248430899,1
9.780265272713375,0.12273158735338363,1
7.805745765672632,-0.9095108833098291,0
7.598834443333681,-0.39284052585916585,0
10.64218229859401,2.2362980039478533,1
9.874616566150802,0.8658604006341606,1
7.906506207508194,-1.073166916287967,0
7.7198080348154,-1.0461403316480773,0
7.317219311562289,-0.3005088714264319,0
9.686736252688954,0.03438577933086284,1
6.49759394461562,1.235693764760463,1
9.594051493644901,1.0652617342438138,1
7.541963810617138,-0.2446407399541901,0
5.704567188433444,0.27898566591891205,0
8.923693566325653,-1.7742909413276138,0
5.982369750636071,0.2796922576919748,0
6.660681504859473,0.8138886579590334,0
10.913390485176787,-1.3386364201829601,1
8.16758241942729,0.8992712315295712,1
7.2075944461959,0.09532662203581088,0
6.815192502548647,0.542242899743445,0
6.77908751950347,0.03191628982851369,0
9.950559867590046,0.2167978912147649,1
7.813077932422662,-0.7504203757377412,0
9.99177429289809,0.6118544224577818,1
7.020626381732111,2.837320863896868,1
7.500647683939769,-0.5708276548553941,0
7.347222524017639,-0.23819302835914535,0
7.044786428227909,-0.10089675110383833,0
7.861315369247686,-0.8163316420486018,0
7.172663722805786,-1.3712596949928613,0
9.308110733869372,0.3356539441734746,1
8.961174301171761,-0.46987684988161726,1
10.371089949775847,0.9005057149774099,1
7.6168732616009205,-0.3189136119043683,0
6.454559484806005,0.983978872650403,0
8.829377078490392,0.3732202017125765,1
8.44825837980562,1.5413495578412042,1
9.056295753917885,0.8908944031813905,1
6.817783369704952,0.4583969681689629,0
9.14870250310891,-0.8203096053891552,1
7.951885797935077,-0.8753570303653466,0
10.06147437443081,1.1735833577936556,1
11.139056219629008,0.5940824900881493,1
7.595549377784802,-0.16332975144629103,0
10.86657667152044,0.01878108363111497,1
7.593279216714128,-0.5476667297204456,0
7.531086089838984,-0.7444277034647904,0
9.287342731610917,2.72323844495624,1
